PLAYER,H,POS,TEAM,GP,MIN,POSS,%FGA,%3PA,%FTA,%REB,%AST,%BLKA,%PFD,%PTS,PassesMade/POSS,PassesReceived/POSS,ScreenAssists/POSS,ASTAdj/POSS,TOV/POSS,PTS/POSS,2P%,3P%,FT%,%PTSFT,%RA_FGA,%PT_nonRA_FGA,%MR_FGA,%cns_2FGA,%pullup_2FGA,%Corner3_FGA,%ATB3_FGA,%cns_3PA,%pullup_3PA,2FGM%UAST,3FGM%UAST,%dr_1_2_fga,%dr_3plus_fga,%tch_0_2_fga,%tch_2plus_fga,%trsn_FGA,%iso_FGA,%pnrbh_FGA,%pnrrm_FGA,%postup_FGA,%spotup_FGA,%handoff_FGA,%cuts_FGA,%offscrn_FGA,%putbk_FGA,DRIVES/POSS,drives_PASS%,Avg Sec PerTouch,Avg Drib PerTouch,ElbowTouches/POSS,PostUps/POSS,PaintTouches/POSS,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch,Dist. Miles Off/POSS,Dist. Miles Def/POSS,REB/MIN,ContestedREB%,AVG REBDistance,Box Outs/MIN,STL/MIN,BLK/MIN,Deflections/MIN,Loose BallsRecovered/MIN,ChargesDrawn/MIN,Contested2PT Shots/MIN,Contested3PT Shots/MIN,OppTOV/MIN,OppPF/MIN,OppFTA/MIN,Opp2P%,%opp_RA_FGA,opp_RA_FG%,%opp_PT_nonRA_FGA,opp_PT_nonRA_FG%,%opp_MR_FGA,opp_MR_FG%,Opp3P%,%opp_Corner3_FGA,opp_Corner3_FG%,%opp_ATB3_FGA,opp_ATB3_FG%,%opp_iso_FGA,opp_iso_FG%,%opp_pnrbh_FGA,opp_pnrbh_FG%,%opp_pnrrm_FGA,opp_pnrrm_FG%,%opp_postup_FGA,opp_postup_FG%,%opp_spotup_FGA,opp_spotup_FG%,%opp_handoff_FGA,opp_handoff_FG%,%opp_offscrn_FGA,opp_offscrn_FG%
Torrey Craig,79.0,F,PHX,76,1557,3252,14.9,20.3,7.5,21.0,10.9,8.4,8.7,14.4,0.47017,0.381,0.00769,0.03444,0.0203,0.15375,59.31,32.88,75.0,7.8,0.29108,0.11268,0.07512,0.00939,0.10563,0.2277,0.28873,0.46948,0.0446,41.3,2.7,17.14,12.68,74.18,25.59,0.18545,0.0,0.03286,0.0,0.0,0.44131,0.02347,0.11737,0.0,0.08451,0.03506,36.0,1.84,0.89,0.01076,0.00031,0.04121,1.029,2.0,0.881,0.01971,0.01765,0.19589,31.5,6.3,0.03468,0.02954,0.02184,0.04624,0.01991,0.00064,0.14579,0.10405,0.25755,0.40013,0.54978,52.31,0.28698,63.63,0.21054,45.55,0.13871,38.78,35.79,0.08174,33.33,0.27884,36.93,0.01734,44.9,0.04883,50.0,0.0,,0.00885,44.0,0.0598,41.42,0.01309,37.84,0.01203,35.29
Jae Crowder,78.0,F,PHX,66,1860,3909,15.5,30.0,12.2,20.8,11.0,4.7,11.8,13.8,0.61627,0.39217,0.01714,0.03837,0.01407,0.1604,50.57,34.9,78.89,11.3,0.07821,0.09683,0.1527,0.0689,0.12104,0.14898,0.51955,0.57169,0.09497,18.0,6.3,23.84,5.4,81.75,18.25,0.16387,0.0,0.05214,0.054,0.0,0.527,0.04283,0.03352,0.08007,0.01862,0.02405,27.7,1.44,0.52,0.01023,0.00077,0.01305,0.5,0.0,0.529,0.01834,0.01566,0.18602,26.9,6.2,0.03226,0.05,0.01559,0.07957,0.02097,0.00108,0.1129,0.10376,0.31935,0.37473,0.43925,51.75,0.24065,65.42,0.21571,44.89,0.14816,39.53,33.46,0.0835,34.72,0.31052,33.24,0.01189,36.59,0.03276,44.25,0.00377,53.85,0.00725,52.0,0.05915,41.18,0.01044,33.33,0.01131,38.46
Cade Cunningham,78.0,G,DET,63,2050,4207,26.9,25.3,19.3,18.8,34.4,33.8,19.6,24.3,0.78132,0.90373,0.00642,0.10459,0.0542,0.26147,47.18,31.84,84.34,12.7,0.29023,0.22507,0.13129,0.01579,0.1925,0.05528,0.29714,0.21619,0.1234,76.4,28.9,16.19,53.41,31.79,66.34,0.12734,0.10365,0.36821,0.00987,0.01579,0.21422,0.05627,0.0227,0.0385,0.02962,0.2144,40.8,4.54,3.89,0.00975,0.00452,0.01759,0.61,0.421,0.581,0.02063,0.01597,0.16976,28.3,6.9,0.02439,0.03805,0.02049,0.06976,0.03122,0.00098,0.12049,0.08976,0.28927,0.38244,0.52976,53.58,0.32092,64.75,0.17632,43.82,0.12362,38.62,36.36,0.09272,41.37,0.28615,34.72,0.0138,34.0,0.03698,48.51,0.00331,33.33,0.01021,45.95,0.06843,42.34,0.01269,43.48,0.01352,42.86
Seth Curry,74.0,G,BKN,63,2105,4253,19.9,27.7,9.2,10.9,21.6,6.6,11.7,19.6,0.58288,0.65577,0.00423,0.0703,0.02539,0.2229,54.97,42.39,87.23,8.6,0.07397,0.11096,0.31233,0.01918,0.33836,0.09863,0.40411,0.31644,0.18082,53.8,17.3,31.78,32.74,43.01,56.99,0.1589,0.03151,0.30548,0.0,0.0,0.28904,0.1,0.0,0.07397,0.0,0.07289,50.3,3.27,2.51,0.00094,0.0,0.00188,0.0,0.0,0.25,0.0189,0.01552,0.09359,12.7,10.4,0.0114,0.02518,0.00665,0.05416,0.02328,0.00143,0.0342,0.05986,0.26698,0.41425,0.43895,52.36,0.29679,65.47,0.18184,40.0,0.14654,41.12,34.68,0.0884,36.64,0.28458,34.24,0.01009,28.95,0.04301,41.36,0.00372,42.86,0.00637,41.67,0.04938,38.71,0.01221,45.65,0.00637,37.5
Stephen Curry,74.0,G,GSW,64,2211,4649,30.2,39.4,32.4,15.9,30.8,22.3,27.7,30.7,0.6881,0.88707,0.01484,0.11336,0.04431,0.35061,52.74,38.0,92.28,16.8,0.16667,0.11193,0.10948,0.00899,0.13235,0.06209,0.54575,0.26389,0.34069,63.2,42.8,17.97,49.35,40.11,59.8,0.1634,0.0817,0.26471,0.00817,0.0,0.11438,0.10212,0.04248,0.18301,0.0098,0.13207,43.8,4.36,4.06,0.00968,0.00022,0.01936,0.556,0.0,0.644,0.01981,0.01521,0.15152,17.6,7.7,0.01176,0.03844,0.0104,0.06332,0.03076,0.00317,0.05246,0.07689,0.31705,0.36861,0.45907,51.05,0.22866,67.46,0.24359,42.29,0.12167,37.22,32.34,0.10127,37.35,0.30281,30.98,0.00896,58.33,0.02264,36.26,0.00274,45.45,0.00572,43.48,0.05126,32.04,0.00846,26.47,0.00746,43.33
Anthony Davis,82.0,F-C,LAL,40,1404,2977,27.3,7.7,37.5,30.6,16.5,19.4,35.4,29.4,0.59893,0.60363,0.03057,0.04971,0.02754,0.31139,57.12,18.57,71.31,18.8,0.43741,0.18129,0.28058,0.11079,0.22014,0.01295,0.08777,0.09065,0.00576,35.3,15.4,31.51,11.22,63.31,36.69,0.10791,0.08633,0.02302,0.22446,0.16691,0.1223,0.0,0.11079,0.03022,0.0964,0.03594,21.5,2.3,0.99,0.07793,0.08398,0.13436,0.509,0.548,1.01,0.01602,0.01518,0.28063,49.7,5.0,0.03205,0.0349,0.0641,0.06838,0.02493,0.00142,0.19801,0.11325,0.31766,0.41026,0.46225,54.75,0.32213,67.51,0.15991,40.58,0.1236,39.69,34.54,0.07609,41.12,0.31672,33.17,0.02549,45.45,0.01275,54.55,0.00657,58.82,0.01043,51.85,0.05021,44.62,0.00657,23.53,0.00695,50.0
DeMar DeRozan,78.0,G-F,CHI,75,2713,5667,30.9,9.1,46.6,16.3,28.7,31.2,41.3,32.8,0.44415,0.70884,0.00124,0.08188,0.03106,0.37074,51.92,35.46,87.78,24.6,0.19054,0.23522,0.4816,0.04402,0.59198,0.03679,0.05322,0.07753,0.01511,78.8,10.0,22.14,62.88,18.53,81.47,0.0657,0.17083,0.41656,0.0,0.06307,0.14258,0.03417,0.01643,0.05125,0.01643,0.19905,35.5,5.38,4.61,0.01835,0.02241,0.015,0.712,0.756,0.835,0.01833,0.0147,0.14412,21.7,8.2,0.01917,0.02506,0.00885,0.04313,0.01585,0.00037,0.04829,0.04386,0.26281,0.3815,0.48323,53.47,0.33902,63.89,0.15733,42.19,0.14515,41.26,35.65,0.08871,41.19,0.26736,34.09,0.0065,40.62,0.0203,38.0,0.00365,66.67,0.0065,65.62,0.04527,36.32,0.00974,52.08,0.00812,40.0
Hamidou Diallo,77.0,G,DET,58,1269,2657,22.4,11.3,23.9,24.5,12.2,18.9,23.1,23.2,0.53293,0.4697,0.00376,0.03425,0.02183,0.23937,54.97,24.73,65.0,14.4,0.42395,0.25095,0.14829,0.03042,0.18631,0.09316,0.07985,0.15019,0.01711,48.3,8.7,33.84,25.67,51.14,46.58,0.19202,0.05323,0.11027,0.02281,0.0,0.31559,0.04943,0.09886,0.01141,0.08365,0.10802,20.9,2.36,1.59,0.02183,0.00113,0.05081,0.81,0.667,1.126,0.01972,0.01682,0.21828,27.7,6.2,0.01655,0.05595,0.0134,0.0985,0.03783,0.0,0.10008,0.06619,0.32703,0.42553,0.5327,53.28,0.31244,63.42,0.16902,43.6,0.11165,39.53,36.04,0.11606,41.83,0.28994,33.79,0.01192,33.33,0.03751,43.53,0.0,,0.00971,36.36,0.05781,43.51,0.015,38.24,0.0128,55.17
Spencer Dinwiddie,78.0,G,DAL,65,1947,3977,21.1,22.9,27.0,15.5,37.0,23.6,24.8,20.9,0.74554,0.85617,0.00629,0.10083,0.02565,0.22555,47.88,33.23,77.42,21.4,0.21853,0.22545,0.11065,0.00277,0.16598,0.08022,0.36376,0.18949,0.24205,80.2,47.7,16.6,60.44,23.65,76.21,0.12033,0.17704,0.38866,0.0,0.0,0.21024,0.03458,0.0,0.0,0.0166,0.17199,38.6,5.16,4.3,0.00629,0.00126,0.00729,0.32,0.6,0.552,0.01929,0.01473,0.14124,23.6,8.5,0.01798,0.02157,0.00616,0.0339,0.02209,0.00154,0.05907,0.07601,0.23883,0.42013,0.45711,50.7,0.26745,67.33,0.21971,39.64,0.15382,37.57,34.14,0.07845,38.08,0.2775,33.3,0.00921,48.48,0.03685,35.61,0.0,,0.01312,42.55,0.05416,41.24,0.01256,46.67,0.01005,44.44
Luka Doncic,79.0,G-F,DAL,63,2242,4481,34.8,30.4,45.5,29.0,52.7,29.1,41.3,35.2,0.79469,0.99554,0.00156,0.15086,0.06316,0.39768,52.7,34.91,74.04,19.6,0.15762,0.28446,0.15469,0.0022,0.24927,0.02199,0.3805,0.04692,0.34897,89.5,78.6,15.4,75.66,10.7,89.3,0.05205,0.22654,0.44575,0.0,0.09091,0.07991,0.04765,0.0132,0.01173,0.02053,0.31533,43.3,6.19,5.37,0.00647,0.05289,0.01384,0.552,0.481,0.855,0.0193,0.01428,0.25602,26.5,5.7,0.01249,0.03256,0.01517,0.05843,0.0223,0.00045,0.10169,0.07181,0.26004,0.42061,0.42373,53.54,0.29239,66.92,0.19592,44.42,0.14495,38.59,34.51,0.09871,39.55,0.26604,32.99,0.01815,39.73,0.01815,42.47,0.00497,45.0,0.00746,56.67,0.06663,40.67,0.0097,35.9,0.00646,46.15
Luguentz Dort,75.0,G,OKC,51,1665,3490,23.4,30.0,26.5,13.3,11.9,20.6,28.5,24.6,0.34126,0.49484,0.00172,0.03238,0.02521,0.25129,48.66,33.25,84.29,18.3,0.24931,0.16529,0.04683,0.00275,0.06061,0.08264,0.45455,0.4022,0.13223,50.9,12.3,21.63,30.85,51.38,48.62,0.20523,0.05096,0.17493,0.0,0.0,0.39532,0.05234,0.0303,0.03994,0.02479,0.15415,44.2,2.98,2.37,0.00602,0.00401,0.01719,1.143,0.0,0.917,0.01888,0.01613,0.12733,24.5,8.4,0.01502,0.02763,0.01081,0.05405,0.01982,0.0,0.06847,0.11411,0.28168,0.37958,0.4036,52.94,0.26003,63.06,0.20948,46.0,0.11248,42.13,35.27,0.10995,39.08,0.30616,34.16,0.00632,20.0,0.08436,38.2,0.00253,37.5,0.0019,66.67,0.05245,37.95,0.0139,36.36,0.01453,52.17
Ayo Dosunmu,76.0,G,CHI,75,2037,4263,13.9,15.6,8.1,11.9,24.2,14.9,8.7,13.8,0.54774,0.53061,0.00375,0.07084,0.02322,0.14943,59.57,37.08,68.12,7.4,0.3925,0.11045,0.14793,0.01381,0.17751,0.1854,0.16174,0.33728,0.01381,41.3,1.5,25.64,27.61,61.93,38.07,0.26824,0.04142,0.12426,0.0,0.0,0.42998,0.01972,0.04931,0.0,0.02761,0.07248,50.2,3.6,3.22,0.00704,0.0,0.00821,0.633,0.0,1.229,0.0182,0.01708,0.10211,21.6,8.8,0.00687,0.02749,0.01424,0.0486,0.02798,0.00049,0.11537,0.06038,0.27197,0.35935,0.47521,54.2,0.33576,65.43,0.16977,43.08,0.1471,41.1,37.44,0.08583,41.82,0.26019,36.31,0.0108,35.0,0.07692,43.16,0.0,,0.00567,42.86,0.03158,35.9,0.01619,30.0,0.0108,40.0
Andre Drummond,82.0,C,BKN,71,1393,2866,16.0,0.3,28.8,51.4,18.2,29.6,29.0,17.0,0.50698,0.41766,0.07188,0.05269,0.03943,0.19016,56.34,0.0,51.55,15.2,0.78935,0.1816,0.02179,0.01211,0.01453,0.0,0.00242,0.0,0.00484,40.3,0.0,29.54,5.81,71.91,28.09,0.06295,0.0,0.0,0.1937,0.11864,0.0339,0.0,0.20823,0.0,0.32203,0.02338,20.9,1.74,0.67,0.04955,0.02617,0.16155,0.296,0.52,0.857,0.01706,0.01615,0.47021,50.2,3.9,0.10553,0.05528,0.04666,0.10983,0.02656,0.0,0.26418,0.06963,0.30725,0.36396,0.49031,52.1,0.30296,63.72,0.17746,41.89,0.1295,38.58,36.33,0.09273,42.67,0.29536,34.64,0.01918,54.17,0.0,,0.00759,47.37,0.00679,64.71,0.04476,42.86,0.0,,0.0,
Chris Duarte,77.0,G,IND,55,1541,3193,21.9,23.8,17.7,15.8,14.8,21.8,18.5,20.9,0.58221,0.60257,0.00376,0.04635,0.02819,0.22549,47.54,36.86,80.36,12.5,0.25282,0.12882,0.20773,0.02254,0.24477,0.11594,0.28824,0.22705,0.17391,52.3,21.3,31.88,34.62,40.58,59.42,0.18357,0.06763,0.18035,0.0161,0.0,0.27697,0.1095,0.05314,0.04831,0.03382,0.11337,37.0,2.76,2.12,0.01096,0.00031,0.01754,0.686,0.0,0.821,0.0207,0.01769,0.14666,19.5,7.9,0.00454,0.03634,0.00649,0.0584,0.02466,0.00065,0.09409,0.09864,0.2719,0.3939,0.44711,53.12,0.31192,63.96,0.19379,44.38,0.12955,39.94,34.21,0.0853,34.73,0.27802,34.27,0.00964,48.15,0.05103,43.36,0.0,,0.00749,57.14,0.06353,33.15,0.01285,44.44,0.0132,37.84
Kevin Durant,82.0,F,BKN,53,1966,4141,30.4,23.1,41.6,21.9,29.3,20.1,37.9,33.2,0.55059,0.7235,0.00362,0.09756,0.04347,0.38324,57.09,38.54,90.49,22.2,0.11874,0.24861,0.36549,0.08813,0.42672,0.02041,0.24675,0.12894,0.13729,50.6,45.9,30.43,40.63,33.02,66.88,0.12987,0.21429,0.15863,0.02041,0.08442,0.15399,0.06122,0.03154,0.12059,0.0102,0.12388,30.2,3.62,2.51,0.04588,0.04492,0.02777,0.753,0.613,0.957,0.01693,0.01475,0.19939,27.0,7.4,0.02289,0.0234,0.02543,0.0412,0.02238,0.00051,0.10834,0.10326,0.28077,0.41607,0.48271,50.73,0.29116,61.9,0.16116,41.17,0.13618,38.07,34.01,0.10099,35.9,0.30755,33.71,0.01101,43.9,0.02391,37.08,0.00376,50.0,0.00376,50.0,0.06688,39.36,0.00994,29.73,0.00725,29.63
Anthony Edwards,76.0,G,MIN,70,2408,5063,26.6,28.4,23.8,15.3,21.4,19.7,18.8,25.5,0.53052,0.66087,0.00237,0.06241,0.03693,0.29153,51.36,35.79,78.41,14.0,0.32754,0.10587,0.08519,0.00993,0.10091,0.04715,0.43259,0.18362,0.28867,63.6,44.0,22.33,52.19,29.86,70.06,0.18031,0.18941,0.25724,0.0,0.0,0.17039,0.07279,0.02978,0.04715,0.02068,0.14853,34.2,4.13,3.58,0.01165,0.00277,0.01738,0.644,0.0,0.67,0.0177,0.01539,0.13995,19.0,7.8,0.00332,0.04277,0.0191,0.0735,0.03239,0.00042,0.07849,0.07392,0.34012,0.43106,0.50498,55.44,0.30515,67.68,0.15939,40.0,0.1118,43.6,34.51,0.13098,37.92,0.29083,33.28,0.0067,44.83,0.0231,42.0,0.00254,36.36,0.00439,57.89,0.07161,37.74,0.01294,32.14,0.00855,45.95
Joel Embiid,84.0,F-C,PHI,67,2259,4487,34.4,17.7,61.1,40.0,25.0,42.6,57.9,38.7,0.6764,0.79875,0.04792,0.07154,0.04658,0.4542,52.53,36.55,81.6,31.5,0.28929,0.22703,0.29461,0.05923,0.30296,0.00987,0.17844,0.11238,0.06682,49.4,28.6,37.81,22.32,37.05,61.28,0.08504,0.17084,0.01898,0.16932,0.26727,0.13591,0.0,0.03493,0.01063,0.06378,0.07667,18.0,2.68,1.42,0.06775,0.1433,0.07644,0.773,0.669,1.093,0.01721,0.01542,0.34351,42.2,4.5,0.07658,0.0332,0.04338,0.04914,0.03187,0.00044,0.21912,0.0571,0.25896,0.43692,0.41346,51.51,0.29515,65.26,0.18845,39.09,0.15639,40.38,33.92,0.08419,31.69,0.27435,34.79,0.01028,28.57,0.00171,0.0,0.01787,32.88,0.00514,42.86,0.03279,39.55,0.0,,0.00245,60.0
Drew Eubanks,81.0,F-C,POR,69,1186,2501,15.6,2.6,24.8,34.3,13.7,17.5,31.3,19.6,0.61096,0.44262,0.08397,0.03719,0.03159,0.20312,61.23,23.81,75.4,18.7,0.50578,0.35549,0.07803,0.07225,0.05491,0.01156,0.04913,0.06069,0.0,25.6,0.0,30.64,4.62,76.88,23.41,0.07225,0.0,0.0,0.37283,0.06936,0.09249,0.0,0.21965,0.0,0.15896,0.01319,45.5,1.74,0.57,0.08277,0.01919,0.14194,0.638,0.417,0.91,0.01911,0.01675,0.31197,41.6,4.5,0.0801,0.02445,0.03288,0.04975,0.01855,0.0059,0.19477,0.08938,0.29005,0.38196,0.457,54.51,0.32596,63.3,0.15937,43.63,0.11106,44.31,37.72,0.10158,42.67,0.30068,36.19,0.02393,50.94,0.0,,0.0167,35.14,0.00948,47.62,0.04334,41.67,0.0,,0.0,
Dorian Finney-Smith,79.0,F,DAL,78,2592,5120,14.9,21.2,7.4,15.9,11.6,13.0,6.7,14.5,0.47266,0.42812,0.00801,0.03613,0.01562,0.16582,59.61,38.53,67.47,6.6,0.27139,0.07965,0.02507,0.01032,0.0354,0.26106,0.35988,0.5826,0.03982,23.7,1.2,16.67,6.34,81.71,18.29,0.16667,0.0,0.03097,0.04867,0.0,0.55162,0.0236,0.07965,0.01917,0.0531,0.04961,52.4,1.79,0.87,0.01348,0.00078,0.03477,0.609,1.0,0.708,0.01988,0.0173,0.14082,36.7,7.2,0.03048,0.03279,0.01466,0.06096,0.02508,0.0,0.14198,0.0841,0.25579,0.41204,0.4159,53.31,0.28268,66.36,0.19786,44.64,0.14495,39.52,34.87,0.0986,38.14,0.27547,33.81,0.01596,35.62,0.05903,39.63,0.00765,42.86,0.00875,50.0,0.05947,41.91,0.01224,33.93,0.0153,34.29
Bryn Forbes,74.0,G,DEN,74,1250,2652,22.5,31.0,15.3,7.9,10.7,19.5,11.8,22.1,0.3733,0.53054,0.00226,0.03544,0.02074,0.24095,44.81,41.2,90.0,11.3,0.05524,0.1619,0.24571,0.04952,0.25333,0.09714,0.44,0.44571,0.09143,29.6,4.3,32.95,15.62,64.95,34.86,0.16952,0.0,0.10667,0.0,0.0,0.32952,0.12952,0.0,0.22476,0.0,0.07504,33.7,2.08,1.42,0.00679,0.0,0.00415,0.667,0.0,0.818,0.01987,0.0158,0.0736,16.3,10.7,0.0224,0.0192,0.004,0.0296,0.0216,0.0,0.0304,0.0424,0.2872,0.4,0.5112,53.33,0.31298,60.98,0.17512,45.13,0.1181,45.25,35.46,0.08532,36.32,0.30489,35.64,0.00763,35.29,0.02964,45.45,0.0,,0.0,,0.05299,34.75,0.01212,40.74,0.0,
Evan Fournier,78.0,G-F,NYK,78,2298,4705,22.4,33.4,10.1,9.4,15.7,14.2,10.3,21.4,0.38789,0.48204,0.00234,0.044,0.02232,0.23422,46.76,39.17,71.17,7.1,0.10957,0.13723,0.11596,0.01596,0.15957,0.17447,0.46064,0.39681,0.22234,52.2,12.3,28.94,24.26,54.47,42.66,0.14255,0.03298,0.19149,0.0,0.0,0.36596,0.11702,0.01702,0.10213,0.01489,0.08119,39.5,2.6,1.76,0.00446,0.00021,0.00701,0.095,0.0,0.485,0.01966,0.01654,0.08877,23.5,10.7,0.0148,0.03264,0.00783,0.05788,0.0248,0.00044,0.06223,0.06789,0.25196,0.41123,0.45779,54.24,0.31372,65.56,0.14131,43.0,0.12322,37.96,35.46,0.10514,35.55,0.31493,35.68,0.00772,40.62,0.03521,46.58,0.00217,44.44,0.00313,61.54,0.05956,37.25,0.0123,37.25,0.00916,42.11
De'Aaron Fox,75.0,G,SAC,59,2083,4423,28.5,18.4,31.8,12.3,32.3,23.9,30.7,27.6,0.72982,0.90436,0.00543,0.08863,0.03798,0.30907,52.43,29.72,75.0,19.1,0.26007,0.31502,0.19689,0.00549,0.32875,0.03205,0.19597,0.08059,0.14194,78.5,44.6,19.78,67.77,16.3,82.33,0.16117,0.11172,0.42491,0.0,0.01648,0.16026,0.07601,0.01282,0.0,0.0,0.21886,26.7,4.57,4.04,0.00497,0.00362,0.00656,0.864,0.563,0.862,0.018,0.01574,0.1109,14.9,9.6,0.00432,0.03265,0.012,0.07153,0.01728,0.00144,0.05281,0.08161,0.26212,0.44359,0.44407,56.24,0.30136,67.58,0.18207,45.38,0.13034,45.09,36.65,0.09392,38.5,0.29031,36.33,0.00728,27.59,0.07283,52.07,0.00326,53.85,0.00377,60.0,0.05299,37.44,0.01557,40.32,0.00829,36.36
Daniel Gafford,81.0,F-C,WAS,70,1396,2887,15.7,0.1,25.0,31.4,9.3,28.9,28.1,20.9,0.56668,0.38483,0.08244,0.02771,0.02217,0.22688,69.77,0.0,71.13,15.4,0.78894,0.1809,0.02764,0.02764,0.00251,0.0,0.00251,0.00251,0.0,26.4,0.0,15.33,2.01,83.67,16.08,0.09045,0.0,0.0,0.33417,0.05025,0.0,0.0,0.25879,0.0,0.22362,0.00589,23.5,1.57,0.32,0.06408,0.01316,0.15726,0.492,0.658,1.132,0.01912,0.0168,0.2851,49.5,4.0,0.09599,0.02077,0.06877,0.05659,0.02507,0.00072,0.36605,0.08309,0.24427,0.38754,0.5,50.09,0.26726,63.92,0.23255,41.13,0.15465,39.65,39.76,0.0671,44.25,0.2769,38.86,0.01427,51.35,0.0,,0.01157,50.0,0.01928,56.0,0.04358,34.51,0.00424,18.18,0.0,
Danilo Gallinari,82.0,F,ATL,64,1612,3353,19.6,23.7,19.4,21.6,12.4,9.1,21.6,19.0,0.5246,0.44617,0.01849,0.03579,0.01044,0.2201,48.3,37.5,90.26,18.8,0.13415,0.12021,0.25958,0.03833,0.23519,0.05923,0.42334,0.3885,0.08885,52.8,8.6,25.44,20.38,50.87,49.13,0.07666,0.10801,0.06446,0.07317,0.13589,0.40941,0.02265,0.04007,0.02439,0.02091,0.04891,32.9,2.45,1.1,0.017,0.04056,0.02356,0.667,0.779,0.911,0.01819,0.01449,0.18734,22.8,6.4,0.02978,0.01737,0.00682,0.0366,0.01799,0.00186,0.10608,0.0763,0.26985,0.45596,0.40881,55.44,0.3041,67.96,0.16163,44.07,0.13844,41.02,35.67,0.09308,36.82,0.30007,35.61,0.02352,34.29,0.00806,45.83,0.0084,40.0,0.00336,70.0,0.05712,40.0,0.00739,31.82,0.00571,58.82
Darius Garland,73.0,G,CLE,66,2366,4826,27.4,28.0,22.1,10.2,44.9,21.5,22.9,26.2,0.82387,1.06797,0.00373,0.15106,0.05097,0.29652,51.22,37.92,89.03,14.8,0.22767,0.19615,0.18651,0.01926,0.23117,0.04991,0.338,0.16112,0.22154,73.2,51.2,21.8,57.01,26.97,72.94,0.12347,0.11296,0.41331,0.0,0.0,0.13748,0.06217,0.01401,0.10158,0.01051,0.24182,48.6,5.41,4.97,0.0116,0.00021,0.01202,0.571,0.0,0.621,0.02101,0.01556,0.09383,14.0,11.1,0.00634,0.03677,0.00296,0.05283,0.03001,0.00127,0.04861,0.05917,0.28402,0.41124,0.38166,51.23,0.32591,61.83,0.16963,40.47,0.13425,39.27,34.91,0.10497,38.84,0.26336,33.45,0.00515,45.45,0.0485,41.55,0.00422,55.56,0.00562,50.0,0.04335,39.46,0.01148,40.82,0.01078,41.3
Josh Giddey,80.0,G,OKC,54,1700,3538,21.2,16.8,12.4,25.9,43.0,22.8,15.9,18.8,0.91351,0.80611,0.00226,0.11051,0.04833,0.1905,49.23,26.29,70.89,8.3,0.27313,0.31194,0.09851,0.01642,0.19552,0.06418,0.25224,0.23731,0.07313,69.8,17.9,22.69,41.19,42.09,57.91,0.16418,0.06567,0.33582,0.0,0.0,0.24925,0.04478,0.05672,0.0,0.05821,0.18089,49.7,3.41,2.72,0.01272,0.00085,0.03731,0.667,0.0,0.758,0.01939,0.01648,0.24765,28.7,6.0,0.00824,0.03,0.01176,0.04294,0.03353,0.0,0.07176,0.09471,0.27059,0.34706,0.38647,52.71,0.25821,63.75,0.20552,46.3,0.12027,39.69,34.32,0.11376,36.78,0.30068,33.51,0.01116,41.67,0.02077,32.84,0.00465,46.67,0.00682,40.91,0.06417,33.82,0.0062,25.0,0.00589,36.84
Shai Gilgeous-Alexander,78.0,G,OKC,56,1942,4102,28.9,20.1,45.2,15.0,37.8,26.4,41.2,31.4,0.69405,0.9276,0.00268,0.09898,0.03754,0.33423,51.39,29.97,80.99,23.9,0.29943,0.30513,0.11312,0.00095,0.20532,0.02376,0.25856,0.04943,0.23289,86.3,69.7,12.83,79.66,9.7,90.11,0.13023,0.28232,0.39734,0.0,0.01236,0.08745,0.01141,0.0,0.02091,0.01426,0.32643,40.2,5.6,5.11,0.00341,0.00317,0.00951,0.714,0.615,0.795,0.01853,0.01463,0.14315,24.5,7.9,0.00515,0.03656,0.02369,0.07724,0.02317,0.0,0.09423,0.11843,0.27137,0.3862,0.42122,52.98,0.2574,64.26,0.19957,46.77,0.11269,37.95,36.85,0.12157,42.04,0.30581,35.0,0.00565,23.81,0.03443,40.62,0.0,,0.0043,68.75,0.07934,45.42,0.01103,39.02,0.00807,43.33
Rudy Gobert,85.0,C,UTA,64,2058,4249,13.6,0.2,39.0,46.3,7.0,28.4,40.2,20.4,0.31207,0.26477,0.09579,0.01859,0.02659,0.2337,71.89,0.0,68.99,28.9,0.87677,0.11313,0.00202,0.00606,0.01212,0.0,0.00404,0.00808,0.0,27.5,0.0,11.92,2.63,86.46,13.54,0.07677,0.0,0.0,0.30909,0.04242,0.0,0.0,0.28081,0.0,0.25253,0.00447,10.5,1.31,0.36,0.04189,0.0153,0.16922,0.73,0.585,1.089,0.01833,0.0165,0.45821,39.7,3.9,0.1035,0.02187,0.06511,0.04179,0.01361,0.00097,0.31924,0.08795,0.2415,0.44461,0.35763,49.93,0.22231,64.06,0.22153,40.4,0.15305,42.88,34.72,0.0869,38.51,0.3131,34.13,0.02101,43.21,0.00259,60.0,0.02179,30.95,0.00674,34.62,0.04514,32.18,0.00337,46.15,0.00259,60.0
