Lineups,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,PACE,PIE
".L. Markkanen, .J. Allen, .D. Garland, .D. Wade, .I. Okoro",CLE,3,35,117.1,108.6,8.6,63.6,1.91,20.6,32.4,77.4,53.8,0.2,57.0,58.8,96.74,53.1
".M. Bagley III, .K. Hayes, .S. Bey, .I. Stewart, .C. Cunningham",DET,7,35,120.5,127.0,-6.5,54.5,1.2,17.1,43.8,63.3,53.2,0.2,55.4,60.0,102.04,43.0
".M. Conley, .B. Bogdanovic, .R. Gobert, .J. Ingles, .D. Mitchell",UTA,10,35,108.0,78.9,29.1,63.3,1.9,19.2,20.0,78.4,52.2,0.1,60.8,63.3,100.62,65.9
".M. Plumlee, .K. Oubre Jr., .T. Rozier, .M. Bridges, .C. Martin",CHA,11,35,94.7,105.6,-10.9,75.0,2.33,20.0,25.0,65.1,46.8,0.1,51.6,52.7,100.09,50.5
".N. Batum, .E. Bledsoe, .L. Kennard, .I. Hartenstein, .T. Mann",LAC,10,35,102.7,106.8,-4.1,74.1,1.82,19.0,28.9,67.7,46.4,0.1,49.2,53.7,102.95,47.0
".N. Vucevic, .Z. LaVine, .A. Caruso, .J. Green, .A. Dosunmu",CHI,9,35,91.8,130.6,-38.8,68.0,1.89,17.3,20.0,72.0,40.0,0.1,45.2,49.4,100.34,32.2
".P. Siakam, .F. VanVleet, .C. Boucher, .P. Achiuwa, .S. Barnes",TOR,10,35,97.1,121.1,-24.0,48.0,1.2,12.8,31.6,78.6,51.5,0.1,44.4,48.6,96.27,33.6
".R. Bullock, .S. Dinwiddie, .D. Powell, .D. Finney-Smith, .L. Doncic",DAL,10,35,117.9,123.1,-5.2,53.8,2.0,15.6,30.3,74.3,52.9,0.1,51.7,59.1,90.75,47.3
".R. Hood, .I. Hartenstein, .S. Ojeleye, .A. Coffey, .B. Boston Jr.",LAC,4,35,129.2,122.5,6.6,55.9,3.8,19.0,25.0,54.8,38.8,0.1,58.5,61.5,99.2,54.7
".S. Adams, .K. Anderson, .T. Jones, .D. Brooks, .D. Bane",MEM,6,35,108.3,90.4,17.9,65.4,1.7,17.5,24.3,80.0,51.4,0.1,47.6,55.0,100.65,58.8
".T. Harris, .J. Embiid, .G. Niang, .F. Korkmaz, .T. Maxey",PHI,6,35,134.2,111.4,22.8,56.3,3.6,18.6,20.7,70.0,49.3,0.1,63.6,68.7,96.87,64.7
".B. Beal, .K. Caldwell-Pope, .M. Harrell, .K. Kuzma, .A. Holiday",WAS,5,34,112.3,118.3,-6.0,59.4,1.36,20.0,13.6,87.1,56.6,0.2,66.7,69.2,100.76,49.0
".B. Bogdanovic, .D. Wright, .T. Young, .D. Hunter, .O. Okongwu",ATL,13,34,107.9,87.0,20.9,62.1,2.25,16.4,38.1,74.4,56.5,0.1,47.1,52.7,106.55,62.1
".D. DeRozan, .N. Vucevic, .T. Brown Jr., .J. Green, .A. Dosunmu",CHI,4,34,128.2,118.3,9.9,62.5,2.5,25.0,23.8,73.5,54.5,0.1,70.0,70.7,99.95,56.3
".F. VanVleet, .O. Anunoby, .S. Mykhailiuk, .G. Trent Jr., .P. Achiuwa",TOR,8,34,94.4,115.5,-21.0,56.0,1.17,15.4,14.7,71.0,41.5,0.2,49.1,53.8,99.6,34.4
".H. Barnes, .J. Holiday, .D. Sabonis, .D. Fox, .D. DiVincenzo",SAC,7,34,106.2,112.0,-5.9,54.5,2.0,17.0,18.9,74.2,44.1,0.1,54.4,57.3,114.21,44.2
".H. Barnes, .T. Lyles, .D. Sabonis, .D. Fox, .D. DiVincenzo",SAC,6,34,115.7,83.8,31.9,65.5,1.9,19.2,33.3,88.9,63.6,0.1,55.1,60.1,96.54,73.3
".J. Holiday, .C. LeVert, .T. Craig, .C. Duarte, .T. Taylor",IND,2,34,107.0,128.2,-21.1,54.8,3.4,17.2,26.2,69.0,43.7,0.1,49.3,49.9,99.94,34.1
".J. Holiday, .T. McConnell, .M. Turner, .D. Sabonis, .C. Duarte",IND,6,34,93.2,80.0,13.2,70.4,1.73,18.3,26.8,78.4,51.3,0.1,49.3,49.2,104.77,56.2
".K. Olynyk, .R. McGruder, .T. Lyles, .F. Jackson, .K. Hayes",DET,3,34,90.5,132.9,-42.3,71.4,2.0,18.7,28.9,65.5,43.2,0.1,43.6,45.6,102.89,26.5
".K. Towns, .J. Vanderbilt, .J. Nowell, .A. Edwards, .J. McDaniels",MIN,7,34,121.1,131.9,-10.9,56.3,3.0,16.7,35.0,67.6,50.0,0.1,54.2,57.2,103.29,45.4
".K. Towns, .M. Beasley, .T. Prince, .J. McLaughlin, .J. Nowell",MIN,10,34,139.5,75.6,63.8,74.3,3.71,24.8,12.0,75.0,50.8,0.1,71.2,76.7,109.87,81.9
".L. James, .R. Westbrook, .A. Bradley, .A. Davis, .K. Bazemore",LAL,4,34,98.7,97.4,1.3,51.7,2.5,14.3,29.2,73.1,44.6,0.1,43.9,46.5,106.63,46.8
".L. Williams, .D. Gallinari, .D. Wright, .J. Collins, .C. Reddish",ATL,9,34,107.1,121.7,-14.6,48.1,3.25,14.3,24.2,50.0,36.9,0.1,52.5,55.3,98.75,44.2
".P. Beverley, .K. Towns, .M. Beasley, .J. Vanderbilt, .J. McDaniels",MIN,8,34,97.4,66.2,31.1,56.5,0.93,12.4,34.8,77.3,55.6,0.2,44.6,49.8,106.49,70.9
".R. Jackson, .L. Kennard, .I. Hartenstein, .A. Coffey, .T. Mann",LAC,9,34,74.2,89.7,-15.5,65.0,1.3,15.1,21.1,66.0,45.9,0.2,42.0,42.1,94.9,44.8
".S. Curry, .J. Embiid, .G. Niang, .M. Thybulle, .T. Maxey",PHI,10,34,95.7,79.2,16.5,63.6,1.75,16.1,12.1,71.9,41.5,0.1,48.1,54.7,100.49,59.8
".T. Hardaway Jr., .D. Finney-Smith, .M. Kleber, .J. Brunson, .L. Doncic",DAL,10,34,114.7,139.1,-24.4,37.9,3.67,13.1,13.9,51.6,31.3,0.0,57.5,58.6,97.68,34.9
".T. Ross, .G. Harris, .M. Wagner, .C. Okeke, .C. Anthony",ORL,13,34,125.7,93.2,32.5,62.9,5.5,20.6,29.7,75.7,52.7,0.1,58.6,61.1,102.69,64.0
".A. Horford, .M. Smart, .J. Tatum, .D. White, .G. Williams",BOS,10,33,111.6,95.8,15.8,62.1,3.0,18.4,29.7,64.5,45.6,0.1,53.1,55.1,102.52,57.1
".D. Bertans, .S. Dinwiddie, .M. Kleber, .J. Brunson, .J. Green",DAL,10,33,110.9,86.2,24.8,57.7,5.0,18.1,11.4,67.6,39.1,0.0,53.4,55.2,92.97,59.4
".D. DeRozan, .N. Vucevic, .A. Caruso, .L. Ball, .J. Green",CHI,4,33,111.7,97.3,14.4,58.1,2.0,17.1,28.6,74.3,51.4,0.1,53.0,58.9,109.33,59.7
".D. Green, .J. Embiid, .G. Niang, .S. Milton, .T. Maxey",PHI,13,33,96.1,98.6,-2.5,60.9,1.17,14.1,23.7,62.8,44.4,0.2,51.8,55.9,109.47,53.0
".D. Russell, .T. Prince, .J. McLaughlin, .J. Nowell, .N. Reid",MIN,8,33,118.9,133.8,-14.9,82.1,2.56,21.9,23.5,60.0,40.6,0.1,57.4,62.6,106.93,44.4
".H. Barnes, .A. Len, .B. Hield, .D. Fox, .T. Haliburton",SAC,11,33,86.7,94.8,-8.1,55.6,1.5,15.0,25.0,75.0,48.7,0.1,44.8,46.7,110.21,44.5
".I. Smith, .R. Hachimura, .D. Avdija, .A. Gill, .C. Kispert",WAS,5,33,122.9,97.1,25.8,60.6,2.22,19.2,38.9,69.7,53.6,0.1,58.3,59.6,100.72,62.7
".J. Green, .A. Gordon, .N. Jokic, .M. Morris, .F. Campazzo",DEN,9,33,97.2,110.4,-13.3,77.8,1.62,21.9,20.0,77.5,55.4,0.2,62.2,63.0,101.86,56.6
".J. McGee, .E. Payton, .C. Payne, .L. Shamet, .C. Johnson",PHX,8,33,102.8,81.1,21.7,59.3,1.33,16.3,34.3,80.4,60.5,0.2,52.4,54.6,105.52,61.9
".J. Poeltl, .D. White, .K. Johnson, .D. Vassell, .T. Jones",SAS,6,33,116.0,123.6,-7.6,72.7,1.5,22.2,36.0,55.3,47.6,0.2,68.8,69.0,108.02,53.1
".K. Anderson, .D. Melton, .J. Morant, .B. Clarke, .J. Konchar",MEM,11,33,98.6,106.4,-7.8,60.0,1.36,14.9,35.1,62.9,48.6,0.2,44.3,50.9,111.23,47.1
".K. Birch, .P. Siakam, .C. Boucher, .G. Trent Jr., .S. Barnes",TOR,3,33,112.1,93.9,18.2,41.4,4.0,13.0,33.3,65.8,48.8,0.0,45.7,48.1,95.18,54.5
".K. Caldwell-Pope, .S. Dinwiddie, .K. Kuzma, .D. Gafford, .C. Kispert",WAS,4,33,126.9,111.8,15.1,53.1,2.83,19.3,18.5,65.0,46.3,0.1,62.1,65.8,98.98,57.2
".K. Love, .L. Markkanen, .J. Allen, .D. Garland, .I. Okoro",CLE,13,33,121.1,105.4,15.7,47.4,1.64,18.6,33.3,88.9,62.7,0.2,67.7,67.0,104.61,53.1
".K. Lowry, .B. Adebayo, .C. Martin, .G. Vincent, .T. Herro",MIA,6,33,107.7,82.7,25.0,61.3,2.71,18.4,18.4,81.6,50.0,0.1,56.9,58.3,116.56,64.5
".K. Towns, .M. Beasley, .J. McLaughlin, .A. Edwards, .J. McDaniels",MIN,13,33,109.9,94.4,15.5,59.3,1.45,16.3,36.7,73.0,56.7,0.2,54.4,59.3,103.85,60.6
".M. Harrell, .K. Oubre Jr., .C. Martin, .P. Washington, .L. Ball",CHA,12,33,106.8,133.3,-26.5,43.3,1.0,12.9,42.1,68.0,52.4,0.2,48.5,53.4,107.09,34.5
".M. Smart, .J. Tatum, .D. White, .D. Theis, .G. Williams",BOS,10,33,131.3,108.5,22.9,57.6,4.75,20.4,26.7,62.2,46.3,0.1,63.9,65.9,100.53,58.5
".P. Beverley, .K. Towns, .T. Prince, .J. Vanderbilt, .A. Edwards",MIN,6,33,106.8,126.0,-19.1,51.7,1.07,15.3,29.4,72.4,49.2,0.2,54.8,58.3,108.16,36.4
".P. Siakam, .F. VanVleet, .S. Mykhailiuk, .P. Achiuwa, .S. Barnes",TOR,4,33,96.9,109.2,-12.3,58.3,1.27,15.1,36.8,70.4,50.8,0.2,44.4,47.8,94.76,33.0
".S. Adams, .J. Jackson Jr., .J. Morant, .J. Konchar, .Z. Williams",MEM,4,33,108.7,136.2,-27.5,43.8,1.75,14.1,40.0,72.4,53.6,0.1,49.3,49.8,99.51,35.5
".S. Curry, .D. Green, .A. Wiggins, .K. Looney, .G. Payton II",GSW,5,33,113.8,92.9,21.0,73.3,1.83,23.7,24.0,63.6,49.3,0.2,63.0,64.3,99.04,66.7
".C. Wood, .K. Porter Jr., .G. Mathews, .J. Green, .A. Sengun",HOU,6,32,120.0,126.9,-6.9,46.2,1.09,13.8,20.0,58.8,42.4,0.2,66.0,69.8,101.8,48.6
".D. Murray, .J. Poeltl, .K. Bates-Diop, .L. Walker IV, .D. Vassell",SAS,10,32,131.4,95.9,35.5,51.4,9.5,19.8,26.7,76.7,51.7,0.0,65.2,65.3,106.93,64.9
".F. VanVleet, .O. Anunoby, .C. Boucher, .G. Trent Jr., .S. Barnes",TOR,5,32,125.4,101.5,23.9,74.2,4.6,24.5,27.6,64.3,45.6,0.1,60.2,61.9,98.21,60.9
".J. Butler, .D. Dedmon, .C. Martin, .M. Strus, .T. Herro",MIA,9,32,115.3,102.8,12.5,62.1,2.57,17.8,31.4,65.8,49.3,0.1,51.6,57.5,107.73,59.1
".J. Green, .A. Gordon, .N. Jokic, .M. Morris, .D. Reed",DEN,3,32,131.3,75.4,56.0,73.3,2.2,23.7,17.4,90.2,64.1,0.1,65.4,71.3,103.36,81.2
".J. Green, .A. Rivers, .J. Green, .P. Dozier, .F. Campazzo",DEN,5,32,72.3,121.5,-49.2,72.2,1.0,15.9,12.9,62.5,34.5,0.2,43.8,46.0,98.51,24.6
".J. McGee, .C. Payne, .A. Nader, .L. Shamet, .C. Johnson",PHX,9,32,116.9,104.2,12.7,63.6,2.1,20.6,32.3,84.4,58.7,0.1,63.1,63.0,106.51,54.6
".J. McGee, .D. Booker, .T. Craig, .A. Holiday, .L. Shamet",PHX,8,32,116.4,100.0,16.4,54.8,2.43,16.7,33.3,65.9,51.3,0.1,53.0,57.4,108.12,61.2
".J. McGee, .E. Payton, .D. Booker, .M. Bridges, .C. Johnson",PHX,12,32,110.1,125.0,-14.9,82.1,1.92,22.1,41.4,82.1,61.4,0.2,56.1,59.7,104.98,47.4
".K. Lowry, .D. Dedmon, .C. Martin, .G. Vincent, .T. Herro",MIA,6,32,111.9,84.8,27.1,73.1,2.71,19.8,34.4,75.0,55.9,0.1,54.3,58.0,101.1,71.6
".K. Thompson, .D. Green, .O. Porter Jr., .A. Wiggins, .J. Poole",GSW,6,32,118.1,100.0,18.1,55.6,1.5,15.5,29.4,74.2,50.8,0.1,54.2,61.1,104.51,61.6
".L. Markkanen, .D. Garland, .D. Wade, .I. Okoro, .E. Mobley",CLE,3,32,106.1,123.4,-17.4,50.0,1.63,14.4,30.6,66.7,45.0,0.1,47.5,52.5,97.31,39.1
".M. Beasley, .T. Prince, .J. McLaughlin, .N. Reid, .J. McDaniels",MIN,10,32,101.4,129.7,-28.3,63.3,1.9,19.0,27.5,55.2,39.1,0.1,52.9,52.6,107.71,33.2
".M. Smart, .J. Tatum, .D. White, .R. Williams III, .G. Williams",BOS,9,32,89.4,111.1,-21.7,60.0,1.2,14.3,17.1,59.5,38.9,0.2,42.5,49.5,104.1,30.3
".N. Batum, .P. George, .R. Jackson, .I. Zubac, .T. Mann",LAC,8,32,117.6,92.5,25.1,56.7,1.89,18.3,27.6,88.2,60.3,0.1,61.2,63.7,101.08,62.0
".P. Beverley, .K. Towns, .J. Vanderbilt, .J. Nowell, .A. Edwards",MIN,8,32,116.9,98.4,18.5,60.0,3.0,16.7,28.6,64.1,47.3,0.1,50.0,54.0,95.06,64.7
".P. George, .M. Morris Sr., .R. Jackson, .I. Zubac, .L. Kennard",LAC,5,32,105.8,107.7,-1.9,37.0,1.43,11.0,33.3,81.5,54.0,0.1,50.8,53.1,99.13,45.4
".S. Curry, .D. Green, .A. Wiggins, .J. Toscano-Anderson, .J. Poole",GSW,11,32,117.1,95.6,21.6,82.8,6.0,23.5,23.7,80.0,48.5,0.1,57.0,59.2,103.74,62.9
".T. Harris, .A. Drummond, .G. Niang, .F. Korkmaz, .I. Joe",PHI,9,32,103.1,95.7,7.4,60.7,1.06,19.8,18.2,78.1,53.7,0.2,63.0,64.2,101.57,54.2
".T. Jones, .J. Jackson Jr., .D. Melton, .B. Clarke, .D. Bane",MEM,10,32,138.0,87.1,50.9,65.0,2.6,24.5,43.5,89.5,72.1,0.1,71.8,72.8,107.22,74.2
".T. Thompson, .H. Barnes, .M. Harkless, .B. Hield, .T. Haliburton",SAC,4,32,107.0,94.2,12.8,58.1,1.5,18.8,21.2,72.4,45.2,0.2,58.9,58.4,104.67,52.4
".T. Young, .D. Murray, .L. Walker IV, .K. Johnson, .D. Vassell",SAS,7,32,119.2,68.6,50.6,62.5,4.0,19.0,30.8,71.8,51.3,0.1,55.2,57.1,106.58,79.3
".A. Horford, .D. Schroder, .J. Richardson, .R. Langford, .G. Williams",BOS,9,31,88.6,104.3,-15.8,60.9,1.27,15.4,20.0,75.0,44.4,0.2,47.3,51.4,107.27,44.1
".C. Joseph, .K. Olynyk, .J. Grant, .J. Jackson, .S. Bey",DET,9,31,107.6,117.5,-9.9,55.2,4.0,18.4,18.2,65.4,39.0,0.1,56.7,56.7,100.41,47.5
".C. McCollum, .R. Covington, .T. Snell, .J. Nurkic, .A. Simons",POR,2,31,114.8,90.2,24.6,55.6,2.14,17.9,26.7,82.1,53.4,0.1,57.0,57.8,95.84,63.0
".C. Paul, .J. McGee, .J. Crowder, .M. Bridges, .L. Shamet",PHX,11,31,93.5,103.1,-9.5,50.0,2.75,12.4,34.0,64.9,47.6,0.1,36.4,40.7,96.86,43.1
".D. DeRozan, .N. Vucevic, .Z. LaVine, .L. Ball, .C. White",CHI,6,31,123.1,106.3,16.7,59.3,1.78,18.6,19.2,78.8,52.5,0.1,66.0,67.5,100.62,59.7
".D. DeRozan, .Z. LaVine, .D. Jones Jr., .A. Caruso, .L. Ball",CHI,8,31,115.2,131.8,-16.7,57.7,3.75,17.2,19.4,71.4,44.1,0.1,53.6,59.9,102.35,42.6
".D. McDermott, .D. Murray, .J. Poeltl, .L. Walker IV, .K. Johnson",SAS,11,31,119.7,123.1,-3.4,58.8,2.5,22.0,19.2,72.4,47.3,0.1,62.9,64.2,100.27,49.1
".D. Smith Jr., .C. Elleby, .K. Blevins, .G. Brown III, .T. Watford",POR,6,31,109.0,132.3,-23.4,60.0,1.5,16.3,31.3,57.6,44.6,0.1,51.8,57.2,101.13,44.0
".G. Harris, .W. Carter Jr., .C. Okeke, .F. Wagner, .J. Suggs",ORL,8,31,121.4,102.9,18.5,65.5,2.38,19.4,29.0,68.8,49.2,0.1,58.8,63.3,105.94,62.7
".G. Hayward, .I. Smith, .K. Oubre Jr., .C. Martin, .P. Washington",CHA,7,31,112.2,109.6,2.6,71.4,1.67,19.4,31.0,60.0,45.8,0.2,58.2,63.3,112.31,52.0
".G. Temple, .J. Valanciunas, .T. Satoransky, .J. Hart, .N. Alexander-Walker",NOP,8,31,92.2,114.5,-22.3,65.2,1.5,17.4,24.1,72.4,48.3,0.2,51.0,53.1,97.79,41.8
".H. Whiteside, .J. Clarkson, .R. O'Neale, .D. Mitchell, .T. Forrest",UTA,4,31,129.9,98.4,31.4,43.3,1.3,14.6,32.1,83.3,58.6,0.1,65.5,67.7,101.74,64.4
".J. Crowder, .E. Payton, .D. Booker, .M. Bridges, .D. Ayton",PHX,7,31,91.0,108.6,-17.5,44.0,1.1,12.6,24.3,68.6,45.8,0.1,45.7,47.9,107.49,36.7
".K. Anderson, .J. Jackson Jr., .D. Melton, .J. Morant, .D. Bane",MEM,13,31,114.7,103.0,11.7,56.7,2.83,18.3,29.6,69.7,51.7,0.1,58.9,62.3,105.65,58.9
".K. Porter Jr., .J. Green, .K. Martin Jr., .J. Christopher, .A. Sengun",HOU,5,31,104.4,116.2,-11.8,62.5,1.0,17.4,11.5,63.9,41.9,0.2,59.4,64.0,104.59,43.2
".L. James, .C. Anthony, .R. Westbrook, .A. Davis, .M. Monk",LAL,7,31,115.4,125.0,-9.6,34.6,2.25,10.7,31.3,50.0,40.6,0.1,48.2,55.5,96.33,47.1
".L. James, .C. Anthony, .S. Johnson, .M. Monk, .T. Horton-Tucker",LAL,7,31,97.0,101.5,-4.5,72.7,1.78,17.8,20.6,77.8,45.9,0.1,48.1,54.0,101.15,51.7
".M. Plumlee, .T. Rozier, .M. Bridges, .C. Martin, .P. Washington",CHA,12,31,112.9,105.8,7.1,52.2,1.71,15.2,17.9,74.2,47.5,0.1,57.3,63.1,103.04,46.6
".N. Batum, .M. Morris Sr., .R. Jackson, .I. Zubac, .L. Kennard",LAC,10,31,88.2,117.7,-29.5,47.6,1.25,11.8,18.9,76.0,41.9,0.1,43.1,47.4,100.58,30.3
".N. Batum, .M. Morris Sr., .R. Jackson, .N. Powell, .I. Zubac",LAC,3,31,106.3,140.6,-34.3,50.0,1.0,14.8,21.4,62.5,40.4,0.2,54.1,58.4,97.38,33.3
".O. Porter Jr., .A. Wiggins, .K. Looney, .G. Payton II, .J. Poole",GSW,10,31,100.0,96.7,3.3,57.1,2.4,15.0,22.9,81.8,51.5,0.1,45.5,49.4,94.45,49.5
".P. Tucker, .J. Butler, .B. Adebayo, .M. Strus, .T. Herro",MIA,9,31,104.6,91.0,13.6,60.9,0.93,17.1,13.6,91.2,60.7,0.2,60.2,66.0,102.65,59.3
".T. Hardaway Jr., .D. Powell, .D. Finney-Smith, .M. Kleber, .L. Doncic",DAL,11,31,119.3,120.7,-1.4,66.7,2.0,19.3,35.7,61.3,49.2,0.1,59.0,61.5,88.46,48.6
".A. Rivers, .J. Green, .B. Forbes, .Z. Nnaji, .B. Hyland",DEN,4,30,85.5,108.2,-22.7,57.1,2.4,15.0,17.1,77.8,43.5,0.1,44.6,45.9,97.75,32.5
".B. Bogdanovic, .R. Gobert, .R. O'Neale, .D. Mitchell, .T. Forrest",UTA,8,30,112.1,106.3,5.8,82.6,1.73,20.9,23.3,78.1,51.6,0.2,61.0,64.4,103.42,50.6
".B. McLemore, .J. Hart, .E. Hughes, .G. Brown III, .T. Watford",POR,3,30,94.3,95.6,-1.3,73.9,2.13,18.1,25.0,78.9,52.7,0.1,45.6,50.8,111.45,54.6
".D. Bazley, .I. Roby, .T. Mann, .J. Giddey, .A. Wiggins",OKC,2,30,96.9,126.2,-29.3,57.7,3.0,15.6,37.2,65.7,50.0,0.1,43.3,43.3,101.08,35.4
".D. Booker, .C. Payne, .M. Bridges, .D. Ayton, .C. Johnson",PHX,14,30,95.7,70.4,25.2,57.7,1.67,16.3,22.2,82.1,53.3,0.1,46.7,50.9,112.31,65.8
".D. DeRozan, .N. Vucevic, .Z. LaVine, .P. Williams, .A. Dosunmu",CHI,5,30,92.1,137.3,-45.2,52.2,2.0,14.8,18.8,66.7,37.7,0.1,45.4,49.7,97.23,31.3
".D. Green, .T. Harris, .S. Curry, .J. Embiid, .M. Thybulle",PHI,4,30,112.7,96.9,15.8,46.2,1.0,15.2,19.0,67.9,46.9,0.2,61.7,66.2,99.96,56.8
".D. Howard, .R. Westbrook, .A. Bradley, .A. Davis, .M. Monk",LAL,6,30,116.4,121.9,-5.5,75.9,2.2,25.0,21.7,62.5,45.5,0.2,63.5,63.9,99.59,49.0
".G. Harris, .M. Bamba, .C. Anthony, .F. Wagner, .J. Suggs",ORL,3,30,75.0,139.7,-64.7,55.6,0.77,12.0,25.0,76.0,45.9,0.2,41.3,43.2,100.82,18.8
".G. Hayward, .K. Oubre Jr., .M. Bridges, .C. Martin, .N. Richards",CHA,2,30,108.6,125.4,-16.8,57.7,1.88,18.1,32.3,91.3,57.4,0.1,50.9,52.8,92.83,38.3
".G. Hayward, .K. Oubre Jr., .M. Bridges, .C. Martin, .P. Washington",CHA,6,30,113.2,100.0,13.2,60.7,4.25,18.5,20.6,66.7,41.0,0.1,54.1,57.7,108.71,54.7
".I. Roby, .T. Maledon, .V. Krejci, .L. Waters III, .O. Sarr",OKC,6,30,123.4,112.1,11.3,65.5,1.46,21.1,33.3,84.0,60.9,0.2,69.0,70.9,102.8,54.3
".J. Holiday, .K. Middleton, .G. Antetokounmpo, .B. Portis, .J. Nwora",MIL,4,30,136.9,137.9,-1.0,60.6,10.0,19.8,43.6,72.2,52.6,0.0,55.7,58.1,106.36,47.7
".J. Holiday, .K. Sykes, .T. Craig, .G. Bitadze, .C. Duarte",IND,3,30,108.3,110.3,-2.0,75.0,1.8,20.9,26.7,55.6,40.4,0.2,55.9,57.7,94.24,48.5
".J. McGee, .C. Payne, .T. Craig, .L. Shamet, .C. Johnson",PHX,6,30,74.3,104.4,-30.1,54.5,0.92,13.0,25.6,89.3,52.2,0.2,40.8,42.1,109.27,33.0
".J. Valanciunas, .C. McCollum, .T. Snell, .B. Ingram, .H. Jones",NOP,6,30,123.9,93.7,30.2,48.4,3.0,16.9,25.0,90.0,58.6,0.1,64.5,67.4,105.6,67.5
".K. Durant, .B. Griffin, .J. Harden, .P. Mills, .J. Harris",BKN,10,30,118.6,127.0,-8.4,60.0,1.2,19.4,23.8,63.0,45.8,0.2,74.0,76.3,105.09,44.0
".K. Lowry, .P. Tucker, .C. Martin, .M. Strus, .O. Yurtseven",MIA,3,30,113.8,98.4,15.4,84.6,2.75,23.4,23.3,88.9,54.4,0.1,58.0,61.3,101.73,58.9
".K. Walker, .A. Burks, .E. Fournier, .N. Noel, .J. Randle",NYK,3,30,112.3,95.3,17.0,64.0,2.0,19.0,10.7,71.9,43.3,0.1,57.7,61.4,102.18,58.8
".L. Aldridge, .K. Durant, .J. Harden, .P. Mills, .J. Harris",BKN,9,30,126.1,109.1,17.0,62.5,1.67,21.7,15.8,71.9,51.0,0.2,71.6,73.8,109.49,59.9
".L. James, .D. Howard, .R. Westbrook, .M. Monk, .A. Reaves",LAL,5,30,120.6,128.1,-7.5,63.3,3.17,21.3,24.1,72.0,46.3,0.1,59.3,60.4,100.54,47.3
".L. James, .S. Johnson, .M. Monk, .T. Horton-Tucker, .A. Reaves",LAL,9,30,133.3,114.3,19.0,51.5,3.4,19.8,23.1,80.6,54.4,0.1,63.8,65.9,99.73,58.5
".L. Williams, .D. Gallinari, .G. Dieng, .D. Wright, .C. Reddish",ATL,7,30,90.5,135.4,-44.9,55.0,1.22,13.6,25.0,55.6,39.0,0.1,50.0,52.7,101.6,28.3
".M. Beasley, .T. Prince, .J. McLaughlin, .J. Nowell, .N. Reid",MIN,8,30,129.6,89.9,39.7,71.9,4.6,22.5,29.0,70.6,50.8,0.1,64.8,67.6,112.61,71.4
".R. Gay, .H. Whiteside, .J. Clarkson, .D. House Jr., .T. Forrest",UTA,4,30,103.3,100.0,3.3,50.0,1.38,13.6,34.4,62.2,49.3,0.1,47.1,53.4,96.53,54.3
".R. Rubio, .C. Osman, .J. Allen, .D. Garland, .E. Mobley",CLE,10,30,138.1,91.5,46.6,67.7,4.2,22.8,34.6,76.9,55.8,0.1,62.3,67.5,98.79,74.0
".S. Adams, .K. Anderson, .J. Morant, .J. Konchar, .D. Bane",MEM,5,30,116.1,106.7,9.5,50.0,1.75,15.1,51.5,80.8,64.4,0.1,49.2,54.5,97.06,59.1
".S. Ibaka, .E. Bledsoe, .M. Morris Sr., .R. Jackson, .T. Mann",LAC,4,30,93.5,113.6,-20.0,69.6,1.14,19.3,19.2,67.6,46.7,0.2,51.0,55.2,96.0,46.4
".B. Bogdanovic, .J. Collins, .K. Huerter, .T. Young, .O. Okongwu",ATL,4,29,83.1,111.3,-28.2,65.0,2.17,15.7,13.5,64.7,38.0,0.1,39.3,43.7,103.56,37.5
".B. Griffin, .J. Johnson, .P. Mills, .K. Irving, .K. Edwards",BKN,4,29,119.4,117.2,2.2,69.2,3.6,21.4,12.9,70.8,38.2,0.1,58.8,61.1,103.58,45.1
".B. Hield, .D. Jones, .C. Metu, .T. Haliburton, .D. Mitchell",SAC,7,29,91.9,113.6,-21.6,54.2,1.44,16.5,13.3,74.1,42.1,0.1,53.8,54.3,101.54,38.3
".B. Hield, .O. Brissett, .T. Haliburton, .J. Smith, .T. Taylor",IND,7,29,95.2,127.9,-32.7,72.7,2.0,17.8,33.3,66.7,47.6,0.1,45.4,49.0,101.5,37.7
".C. Anthony, .D. Howard, .R. Westbrook, .M. Monk, .A. Reaves",LAL,10,29,98.5,93.4,5.0,54.2,1.18,15.7,15.4,58.8,40.0,0.2,56.3,59.0,106.2,57.7
".C. Anthony, .D. Howard, .R. Westbrook, .W. Ellington, .M. Monk",LAL,9,29,110.4,90.9,19.5,55.6,1.25,16.9,26.9,78.8,55.9,0.2,62.3,63.0,109.12,56.7
".C. Joseph, .T. Lyles, .H. Diallo, .S. Bey, .C. Cunningham",DET,10,29,122.6,108.1,14.5,55.6,3.75,18.1,22.2,72.4,48.2,0.1,57.4,63.2,102.54,59.0
".D. Bazley, .I. Roby, .A. Pokusevski, .T. Mann, .A. Wiggins",OKC,2,29,87.5,103.1,-15.6,58.8,1.0,12.2,22.2,56.3,38.2,0.2,40.4,46.4,105.39,37.8
".D. Powell, .D. Finney-Smith, .J. Brunson, .L. Doncic, .J. Green",DAL,10,29,116.7,103.3,13.3,56.0,1.56,17.9,19.0,59.3,41.7,0.2,67.0,69.2,100.99,54.5
